asof_date,ticker,confidence,entry,hold_days,ret_5d_pct,ret_10d_pct,atr_pct,vol_ratio,notes,hold_ret_pct,ret_3d_pct,ret_5d_fwd_pct,n_sessions_available,ai_gate,ai_decision,ai_total,ai_conviction,ai_model,has_ai,research_status,finalized_pnl_pct,finalized_outcome
2026-07-15,NXTC,100,6.579999923706055,3,,,,,,-17.933128298184105,-17.933128298184105,-33.13069686345499,14,filtered,WAIT,100.0,,gpt-4.1-2025-04-14,True,finalized,-8.97,time
2026-07-20,GPRE,100,19.229999542236328,3,13.8543530914633,23.984521331130114,4.461037900907023,3.4972785278908423,breakout + momentum + volume,-10.55641616027204,-10.55641616027204,-14.508575530908471,11,filtered,WAIT,100.0,,gpt-5.4-2026-03-05,True,finalized,-6.69,stop
2026-07-24,OII,92,48.02000045776367,3,13.522461758561043,18.043264743176547,3.9209859245797793,2.079448982860804,breakout + momentum + volume,-2.998747632198682,-2.998747632198682,1.5826703754442173,7,filtered,WAIT,73.49,,gpt-5.4-2026-03-05,True,finalized,9.8,target
2026-07-27,MEDP,91,605.8200073242188,3,12.622699764140055,13.131654028799012,4.427482558541607,3.2194188034188036,breakout + momentum + volume,-4.542606582572308,-4.542606582572308,-5.36958649493162,6,filtered,WAIT,74.13,,gpt-5.4-2026-03-05,True,finalized,-6.64,stop
2026-07-27,NVCR,95,19.989999771118164,3,21.741776359540555,15.615955538591543,5.587793113096016,4.887783136610171,breakout + momentum + volume,-23.81190737060013,-23.81190737060013,-23.361681489567736,6,filtered,WAIT,73.58,,gpt-5.4-2026-03-05,True,finalized,-8.38,stop
2026-07-27,OII,92,48.02000045776367,3,13.522461758561043,18.043264743176547,3.9209859245797793,2.079448982860804,breakout + momentum + volume,-0.7913391597100607,-0.7913391597100607,1.457727522420879,6,filtered,WAIT,88.0,,gpt-5.4-2026-03-05,True,finalized,-2.24,time
2026-07-30,LAD,100,427.4800109863281,3,25.74790281989774,29.00383779018729,4.003862987055403,5.183876811594203,breakout + momentum + volume,-13.390104631999694,-13.390104631999694,,3,pending,—,,,,False,finalized,-6.01,stop
2026-07-30,MORN,94,198.66000366210938,3,19.07930317191284,17.3766639067116,3.959386419855741,2.419511283028129,breakout + momentum + volume,0.9287230376987171,0.9287230376987171,,3,filtered,WAIT,75.88,,gpt-5.4-2026-03-05,True,finalized,-5.94,stop
2026-07-30,SAH,83,112.66000366210938,3,11.677246956202003,12.965005384487283,4.039333860676282,2.0768431983385254,breakout + momentum + volume,-22.36490635741322,-22.36490635741322,,3,filtered,WAIT,68.31,,gpt-5.4-2026-03-05,True,finalized,-6.06,stop
2026-07-31,MKTX,100,162.75999450683594,3,42.38474147758369,40.91774416176273,3.5420254817714505,9.85627955036478,breakout + momentum + volume,,,,2,pending,—,,,,False,,,
