asof_date,ticker,confidence,entry,hold_days,ret_5d_pct,ret_10d_pct,atr_pct,vol_ratio,notes,hold_ret_pct,ret_3d_pct,ret_5d_fwd_pct,n_sessions_available,ai_gate,ai_decision,ai_total,ai_conviction,ai_model,has_ai,research_status,finalized_pnl_pct,finalized_outcome
2026-07-02,GRND,93,15.6899995803833,3,,,,,,2.103256126233174,2.103256126233174,0.0,22,none,—,,,,False,finalized,2.1,time
2026-07-02,LHAI,100,2.740000009536743,3,,,,,,-46.715327260388676,-46.715327260388676,-58.0291980965148,22,evaluated,WAIT,86.8412063601799,0.55,,True,finalized,-12.74,stop
2026-07-02,MEG,99,20.040000915527344,3,,,,,,,,,0,none,—,,,,False,no_data,,
2026-07-02,NGNE,94,33.880001068115234,3,,,,,,12.86895062838353,12.86895062838353,16.97166416388155,22,none,—,,,,False,finalized,15.0,target
2026-07-02,RAAQ,100,13.420000076293945,3,,,,,,,,,0,none,—,,,,False,no_data,,
2026-07-06,GPC,96,132.57000732421875,3,,,,,,-6.260851039144541,-6.260851039144541,-6.826589862833196,21,none,—,,,,False,finalized,-5.09,stop
2026-07-06,RAAQ,100,13.420000076293945,3,,,,,,,,,0,none,—,,,,False,no_data,,
2026-07-06,REAX,94,2.1700000762939453,3,,,,,,-1.382487112212744,-1.382487112212744,-4.608301361073389,21,none,—,,,,False,finalized,1.38,time
2026-07-06,RIVN,88,18.6299991607666,3,,,,,,-2.7375112426586785,-2.7375112426586785,-7.085344896869563,21,none,—,,,,False,finalized,-8.51,stop
2026-07-06,RXST,87,5.610000133514404,3,,,,,,-9.447418844825037,-9.447418844825037,-9.803924735208762,21,none,—,,,,False,finalized,-9.2,stop
2026-07-06,SLDE,96,21.25,3,,,,,,-2.070590748506434,-2.070590748506434,0.6117607565487132,21,none,—,,,,False,finalized,-3.67,time
2026-07-07,LHSW,100,6.800000190734863,3,,,,,,-49.26470660420848,-49.26470660420848,-62.794119111394345,20,none,—,,,,False,finalized,-15.06,stop
2026-07-07,OFIX,95,11.569999694824219,3,,,,,,0.5185861814978275,0.5185861814978275,-5.358685409788177,20,none,—,,,,False,finalized,-2.29,time
2026-07-07,RAAQ,100,13.420000076293945,3,,,,,,,,,0,none,—,,,,False,no_data,,
2026-07-07,RMD,85,218.39999389648438,3,,,,,,-6.65293002992651,-6.65293002992651,-11.625457920883736,20,none,—,,,,False,finalized,-4.3,stop
2026-07-08,KFRC,91,54.400001525878906,3,,,,,,2.996318396503269,2.996318396503269,2.0036766948790636,19,none,—,,,,False,finalized,1.74,time
2026-07-08,KURA,84,11.989999771118164,3,,,,,,-9.007505790847366,-9.007505790847366,-5.504585988416237,19,none,—,,,,False,finalized,-6.68,stop
2026-07-08,NGNE,88,36.79999923706055,3,,,,,,4.130436112164126,4.130436112164126,7.201091252225197,19,none,—,,,,False,finalized,16.79,target
2026-07-08,RAAQ,100,13.420000076293945,3,,,,,,,,,0,none,—,,,,False,no_data,,
2026-07-09,NVVE,100,8.489999771118164,3,,,,,,86.1013029056177,86.1013029056177,-1.2956379227647343,18,none,—,,,,False,finalized,30.45,target
2026-07-09,PRME,99,4.619999885559082,3,,,,,,-24.891772412017865,-24.891772412017865,-30.3030279573142,18,none,—,,,,False,finalized,-12.14,stop
2026-07-09,RAAQ,100,13.420000076293945,3,,,,,,,,,0,none,—,,,,False,no_data,,
2026-07-13,NVVE,100,13.670000076293945,3,,,,,,-38.69787807116964,-38.69787807116964,-40.96562070384373,16,none,—,,,,False,finalized,43.53,target
2026-07-13,PHAT,92,12.609999656677246,3,,,,,,-13.005546663754469,-13.005546663754469,-15.543220392627955,16,none,—,,,,False,finalized,-7.31,stop
2026-07-13,SUNE,100,3.8299999237060547,3,,,,,,-32.11488364426104,-32.11488364426104,-34.98694362564572,16,none,—,,,,False,finalized,-15.75,stop
2026-07-14,QTTB,100,21.3799991607666,3,,,,,,-29.607105792817862,-29.607105792817862,-27.92329068145965,15,none,—,,,,False,finalized,-15.56,stop
2026-07-15,NXTC,100,6.579999923706055,3,,,,,,-17.933128298184105,-17.933128298184105,-33.13069686345499,14,filtered,WAIT,100.0,,gpt-4.1-2025-04-14,True,finalized,-8.97,time
2026-07-20,GPRE,100,19.229999542236328,3,13.8543530914633,23.984521331130114,4.461037900907023,3.4972785278908423,breakout + momentum + volume,-10.55641616027204,-10.55641616027204,-14.508575530908471,11,filtered,WAIT,100.0,,gpt-5.4-2026-03-05,True,finalized,-6.69,stop
2026-07-24,OII,92,48.02000045776367,3,13.522461758561043,18.043264743176547,3.9209859245797793,2.079448982860804,breakout + momentum + volume,-2.998747632198682,-2.998747632198682,1.5826703754442173,7,filtered,WAIT,73.49,,gpt-5.4-2026-03-05,True,finalized,9.8,target
2026-07-27,MEDP,91,605.8200073242188,3,12.622699764140055,13.131654028799012,4.427482558541607,3.2194188034188036,breakout + momentum + volume,-4.542606582572308,-4.542606582572308,-5.36958649493162,6,filtered,WAIT,74.13,,gpt-5.4-2026-03-05,True,finalized,-6.64,stop
2026-07-27,NVCR,95,19.989999771118164,3,21.741776359540555,15.615955538591543,5.587793113096016,4.887783136610171,breakout + momentum + volume,-23.81190737060013,-23.81190737060013,-23.361681489567736,6,filtered,WAIT,73.58,,gpt-5.4-2026-03-05,True,finalized,-8.38,stop
2026-07-27,OII,92,48.02000045776367,3,13.522461758561043,18.043264743176547,3.9209859245797793,2.079448982860804,breakout + momentum + volume,-0.7913391597100607,-0.7913391597100607,1.457727522420879,6,filtered,WAIT,88.0,,gpt-5.4-2026-03-05,True,finalized,-2.24,time
2026-07-30,LAD,100,427.4800109863281,3,25.74790281989774,29.00383779018729,4.003862987055403,5.183876811594203,breakout + momentum + volume,-13.443903748412032,-13.443903748412032,,3,pending,—,,,,False,finalized,-6.01,stop
2026-07-30,MORN,94,198.66000366210938,3,19.07930317191284,17.3766639067116,3.959386419855741,2.419511283028129,breakout + momentum + volume,0.9236843960796296,0.9236843960796296,,3,filtered,WAIT,75.88,,gpt-5.4-2026-03-05,True,finalized,-5.94,stop
2026-07-30,SAH,83,112.66000366210938,3,11.677246956202003,12.965005384487283,4.039333860676282,2.0768431983385254,breakout + momentum + volume,-22.40369667381163,-22.40369667381163,,3,filtered,WAIT,68.31,,gpt-5.4-2026-03-05,True,finalized,-6.06,stop
2026-07-31,MKTX,100,162.75999450683594,3,42.38474147758369,40.91774416176273,3.5420254817714505,9.85627955036478,breakout + momentum + volume,,,,2,pending,—,,,,False,,,
